a    b     c      brian constant
17    35    33     1.50304808247568
17    35    34     1.50304808247519
17    35    35     1.503048082475411
17    35    36     1.503048082475321
17    35    37     1.503048082475365
17    35    38     1.503048082475342
17    35    39     1.503048082475359
17    35    40     1.503048082475334
17    36    30     1.503048082471728
17    36    31     1.50304808247697
17    36    32     1.503048082474585
17    36    33     1.503048082475676
17    36    34     1.503048082475166
17    36    35     1.5030480824754
17    36    36     1.503048082475291
17    36    37     1.503048082475333
17    36    38     1.503048082475312
17    36    39     1.503048082475335
17    36    40     1.503048082475329
17    37    30     1.503048082471725
17    37    31     1.503048082476966
17    37    32     1.503048082474576
17    37    33     1.503048082475668
17    37    34     1.503048082475173
17    37    35     1.503048082475401
17    37    36     1.503048082475304
17    37    37     1.503048082475345
17    37    38     1.503048082475317
17    37    39     1.503048082475328
17    37    40     1.503048082475323
17    38    30     1.503048082471738
17    38    31     1.503048082476973
17    38    32     1.503048082474592
17    38    33     1.503048082475668
17    38    34     1.503048082475176
17    38    35     1.503048082475405
17    38    36     1.503048082475305
17    38    37     1.503048082475361
17    38    38     1.503048082475324
17    38    39     1.503048082475336
17    38    40     1.503048082475343
17    39    30     1.50304808247174
17    39    31     1.503048082476971
17    39    32     1.503048082474588
17    39    33     1.503048082475678
17    39    34     1.503048082475178
17    39    35     1.50304808247541
17    39    36     1.503048082475298
17    39    37     1.503048082475353
17    39    38     1.503048082475328
17    39    39     1.503048082475326
17    39    40     1.503048082475324
17    40    30     1.50304808247174
17    40    31     1.503048082476967
17    40    32     1.503048082474584
17    40    33     1.503048082475663
17    40    34     1.503048082475178
17    40    35     1.5030480824754
17    40    36     1.503048082475299
17    40    37     1.503048082475346
17    40    38     1.50304808247533
17    40    39     1.503048082475338
17    40    40     1.503048082475322
18    30    30     1.503048082470763
18    30    31     1.503048082476729
18    30    32     1.503048082473967
18    30    33     1.503048082475234
18    30    34     1.503048082474643
18    30    35     1.503048082474917
18    30    36     1.503048082474792
18    30    37     1.503048082474861
18    30    38     1.503048082474836
18    30    39     1.503048082474842
18    30    40     1.503048082474834
18    31    30     1.503048082471489
18    31    31     1.503048082477446
18    31    32     1.503048082474694
18    31    33     1.503048082475965
18    31    34     1.503048082475367
18    31    35     1.503048082475662
18    31    36     1.50304808247551
18    31    37     1.503048082475577
18    31    38     1.503048082475555
18    31    39     1.503048082475563
18    31    40     1.50304808247556
18    32    30     1.503048082471161
18    32    31     1.503048082477106
18    32    32     1.503048082474348
18    32    33     1.503048082475638
18    32    34     1.503048082475036
18    32    35     1.503048082475322
18    32    36     1.503048082475183
18    32    37     1.503048082475233
18    32    38     1.503048082475219
18    32    39     1.503048082475223
18    32    40     1.503048082475217
18    33    30       1.503048082471317
18    33    31       1.503048082477268
18    33    32       1.503048082474508
18    33    33       1.503048082475785
18    33    34       1.503048082475188
18    33    35       1.503048082475479
18    33    36       1.50304808247534
18    33    37       1.503048082475399
18    33    38       1.503048082475375
18    33    39       1.503048082475401
18    33    40       1.503048082475389
18    34    30       1.503048082471249
18    34    31       1.50304808247719
18    34    32       1.503048082474435
18    34    33       1.503048082475721
18    34    34       1.503048082475104
18    34    35       1.503048082475394
18    34    36       1.503048082475262
18    34    37       1.503048082475324
18    34    38       1.503048082475288
18    34    39       1.503048082475319
18    34    40       1.5030480824753
18    35    30       1.503048082471271
18    35    31       1.503048082477223
18    35    32       1.50304808247447
18    35    33       1.503048082475748
18    35    34       1.503048082475168
18    35    35       1.503048082475436
18    35    36       1.503048082475311
18    35    37       1.503048082475363
18    35    38       1.503048082475319
18    35    39       1.50304808247535
18    35    40       1.503048082475343
18    36    30       1.503048082471256
18    36    31       1.503048082477198


